PRODUCT_ID,PRODUCT_NAME,SUMMARY,PRICE,CATEGORY_IDS,IMAGE_URL,BRAND
TW001,Twinings Superblends Sleep,Calming blend with spiced apple vanilla chamomile and passionflower to support restful sleep. Best Seller. 20 envelopes.,3.79,Tea|Superblends|Sleep,/static/twinings_images/TW001.jpeg,Twinings
TW002,Twinings Superblends Immune Support,Blackcurrant raspberry and elderberry blend with Vitamin D to support your immune system. 20 envelopes.,3.79,Tea|Superblends|ImmuneSupport,/static/twinings_images/TW002.jpeg,Twinings
TW003,Twinings Superblends Defence,Smart and tangy citrus blend with Vitamin C to support your natural defences. 20 envelopes.,3.79,Tea|Superblends|Defence,/static/twinings_images/TW003.jpeg,Twinings
TW004,Twinings Superblends Glow,Strawberry and cucumber blend with green tea and biotin to help your skin glow from within. 20 envelopes.,3.79,Tea|Superblends|Glow,/static/twinings_images/TW004.jpeg,Twinings
TW005,Twinings Feel Good Collection,Multi-blend variety pack with 4x Metabolism 4x Glow 4x Cleanse 4x Balance and 4x Immune Support. 20 envelopes.,3.79,Tea|Superblends|Collections,/static/twinings_images/TW005.jpeg,Twinings
TW006,Twinings Superblends Wellbeing Collection,Wellness variety pack with 4x Sleep 4x Glow 4x Digest 4x Detox and 4x Defence blends. 20 envelopes.,3.79,Tea|Superblends|Collections,/static/twinings_images/TW006.jpeg,Twinings
TW007,Twinings Superblends Wind Down Collection,Relaxation variety pack with 4x Sleep 4x Sweet Dreams 4x Unwind and 4x Calm blends. 20 envelopes.,3.79,Tea|Superblends|Collections|Sleep,/static/twinings_images/TW007.jpeg,Twinings
TW008,Twinings Superblends Focus,Mango and pineapple blend with ginseng and Vitamin B12 to support concentration and mental focus. 20 envelopes.,3.79,Tea|Superblends|Focus,/static/twinings_images/TW008.jpeg,Twinings
TW009,Twinings Superblends Heart Warming,Blackcurrant coconut honey and liquorice warming blend for a comforting uplift. 20 envelopes.,3.79,Tea|Superblends|HeartWarming,/static/twinings_images/TW009.jpeg,Twinings
TW010,Twinings Superblends Metabolism,Peppermint and moringa blend with zinc to support normal energy-yielding metabolism. 20 envelopes.,3.79,Tea|Superblends|Metabolism,/static/twinings_images/TW010.jpeg,Twinings
TW011,Twinings Superblends Balance,Rose and berry infusion with Vitamin B6 to support hormonal activity and normal mental performance. 20 envelopes.,3.79,Tea|Superblends|Balance,/static/twinings_images/TW011.jpeg,Twinings
TW012,Twinings Superblends Sleep Valerian & Orange Blossom,Passionflower and valerian blend with soothing orange blossom for a peaceful nights sleep. 20 envelopes.,3.79,Tea|Superblends|Sleep,/static/twinings_images/TW012.jpeg,Twinings
TW013,Twinings Superblends Digest,Fennel apple and cardamom blend with fennel to support healthy digestion. 20 envelopes.,3.79,Tea|Superblends|Digest,/static/twinings_images/TW013.jpeg,Twinings
TW014,Twinings Superblends Moment of Calm,Spiced camomile and vanilla blend with chamomile and cinnamon to soothe every day. 20 envelopes.,3.79,Tea|Superblends|Calm,/static/twinings_images/TW014.jpeg,Twinings
TW015,Twinings Superblends Unwind,Strawberry and camomile blend with Vitamin B12 to help unwind and relax naturally. 20 envelopes.,3.79,Tea|Superblends|Unwind,/static/twinings_images/TW015.jpeg,Twinings
TW016,Twinings Superblends Digest Ginger & Turmeric,Ginger lemon and turmeric blend with fenugreek to support gut health and healthy digestion. 20 envelopes.,3.79,Tea|Superblends|Digest,/static/twinings_images/TW016.jpeg,Twinings
TW017,Twinings Superblends Detox,Lemon and ginger blend with dandelion mint and selenium to help cleanse and refresh. 20 envelopes.,3.79,Tea|Superblends|Detox,/static/twinings_images/TW017.jpeg,Twinings
TW018,Twinings Superblends Sweet Dreams,Raspberry valerian and passionflower blend with magnesium and cherry for a blissful nights rest. 20 envelopes.,3.79,Tea|Superblends|Sleep,/static/twinings_images/TW018.jpeg,Twinings
TW019,Twinings Superblends Menopause Cool Moments,Peach fennel and sage blend with biotin and isoflavones to support women through the menopause. 20 envelopes.,3.79,Tea|Superblends|Menopause,/static/twinings_images/TW019.jpeg,Twinings
TW020,Twinings Superblends Super Green Matcha,Premium matcha green tea blend with green tea to support energy and focus. 20 envelopes.,3.79,Tea|Superblends|Matcha,/static/twinings_images/TW020.jpeg,Twinings
TW021,Twinings Superblends Turmeric,Pink turmeric orange and star anise blend with turmeric and Vitamin C for immune support. 20 envelopes.,3.79,Tea|Superblends|Turmeric,/static/twinings_images/TW021.jpeg,Twinings
TW022,Twinings Superblends Cleanse Matcha,Lemon and fennel blend with green tea matcha and nettle to cleanse and refresh. 20 envelopes.,3.79,Tea|Superblends|Cleanse|Matcha,/static/twinings_images/TW022.jpeg,Twinings
TW023,Twinings Superblends Sleep Bigger Pack,Spiced apple vanilla camomile and passionflower blend for restful sleep. Bigger pack with 40 tea bags.,5.79,Tea|Superblends|Sleep,/static/twinings_images/TW023.jpeg,Twinings
TW024,Twinings Superblends 4 Box Selection Pack,Discover four favourite Superblends in one pack featuring Balance Unwind Digest and Metabolism. 4 box selection.,15.16,Tea|Superblends|Collections,/static/twinings_images/TW024.jpeg,Twinings
TW025,Twinings Spicy Chai,Bold and warming spicy chai blend with cardamom and cinnamon. Limited Stock. 40 tea bags.,2.54,Tea|BlackTea|Chai,/static/twinings_images/TW025.jpeg,Twinings
TW026,Twinings English Breakfast 120 Tea Bags,Classic golden and well-rounded English Breakfast tea. Full-bodied and lively. 120 tea bags.,4.92,Tea|BlackTea|EnglishBreakfast,/static/twinings_images/TW026.jpeg,Twinings
TW027,Twinings Assam Loose Tea,Strong and malty Assam loose leaf tea with a rich full-bodied flavour. 125g loose tea.,2.51,Tea|BlackTea|Assam,/static/twinings_images/TW027.jpeg,Twinings
TW028,Twinings English Breakfast Loose Tea,Classic lively and well-rounded English Breakfast loose leaf tea. 125g loose tea.,2.51,Tea|BlackTea|EnglishBreakfast,/static/twinings_images/TW028.jpeg,Twinings
TW029,Twinings Earl Grey Loose Tea,Iconic bergamot-infused Earl Grey loose leaf tea with a smooth and fragrant flavour. 125g loose tea.,2.51,Tea|BlackTea|EarlGrey,/static/twinings_images/TW029.jpeg,Twinings
TW030,Twinings Lady Grey 80 Tea Bags,Delicate and bright Lady Grey tea with zesty orange and lemon peel for a lighter twist. 80 tea bags.,4.24,Tea|BlackTea|LadyGrey,/static/twinings_images/TW030.jpeg,Twinings
TW031,Twinings Strong English Breakfast 120 Tea Bags,Lively and full of flavour 1706 Strong English Breakfast blend for a bold satisfying cup. 120 tea bags.,5.35,Tea|BlackTea|EnglishBreakfast,/static/twinings_images/TW031.jpeg,Twinings
TW032,Twinings Assam 80 Tea Bags,Strong and malty Assam black tea bags delivering a rich full-bodied brew. 80 tea bags.,4.92,Tea|BlackTea|Assam,/static/twinings_images/TW032.jpeg,Twinings
TW033,Twinings English Afternoon 80 Tea Bags,Light and refreshing English Afternoon tea blend. Clearance. 80 tea bags.,4.24,Tea|BlackTea|EnglishAfternoon,/static/twinings_images/TW033.jpeg,Twinings
TW034,Twinings English Breakfast String & Tag 50 Envelopes,Classic and well-rounded English Breakfast individually wrapped string and tag envelopes. 50 envelopes.,5.10,Tea|BlackTea|EnglishBreakfast,/static/twinings_images/TW034.jpeg,Twinings
TW035,Twinings Earl Grey 80 Tea Bags,Our classic bergamot-scented Earl Grey blend in convenient tea bags. 80 tea bags.,4.24,Tea|BlackTea|EarlGrey,/static/twinings_images/TW035.jpeg,Twinings
TW036,Twinings Assam 20 Envelopes,Strong and malty Assam black tea in individually sealed envelopes for freshness. 20 envelopes.,2.80,Tea|BlackTea|Assam,/static/twinings_images/TW036.jpeg,Twinings
TW037,Twinings Matcha Green Tea Powder,Premium 30g organic matcha green tea powder for a smooth and vibrant ceremonial-grade brew.,15.99,Tea|GreenTea|Matcha,/static/twinings_images/TW037.jpeg,Twinings
TW038,Twinings Salted Caramel Indulgence Green Tea,Indulgent salted caramel flavoured green tea for a sweet and satisfying cup. 20 envelopes.,3.79,Tea|GreenTea|Flavoured,/static/twinings_images/TW038.jpeg,Twinings
TW039,Twinings Green Tea Apple & Pear,Crisp and refreshing green tea blended with sweet apple and juicy pear. 20 tea bags.,2.49,Tea|GreenTea|Flavoured,/static/twinings_images/TW039.jpeg,Twinings
TW040,Twinings Green Tea Mango & Lychee,Light and fruity green tea with tropical mango and exotic lychee flavours. 20 tea bags.,2.49,Tea|GreenTea|Flavoured,/static/twinings_images/TW040.jpeg,Twinings
TW041,Twinings Gingerbread Indulgence Green Tea,Warming and festive gingerbread flavoured green tea for a cosy indulgent treat. 20 envelopes.,3.79,Tea|GreenTea|Flavoured,/static/twinings_images/TW041.jpeg,Twinings
TW042,Twinings Green Tea & Pomegranate,Refreshing green tea with the rich antioxidant taste of juicy pomegranate. 20 tea bags.,2.49,Tea|GreenTea|Flavoured,/static/twinings_images/TW042.jpeg,Twinings
TW043,Twinings Green Tea & Ginger,Zesty and warming green tea combined with spicy ginger for a reviving cup. 20 tea bags.,2.49,Tea|GreenTea|Flavoured,/static/twinings_images/TW043.jpeg,Twinings
TW044,Twinings Pure Green Tea 80 Tea Bags,Classic smooth and delicate pure green tea with a clean light flavour. 80 tea bags.,5.75,Tea|GreenTea|Pure,/static/twinings_images/TW044.jpeg,Twinings
TW045,Twinings Green Tea & Lemon 80 Tea Bags,Refreshing pure green tea lifted with a bright and zesty lemon flavour. 80 tea bags.,5.75,Tea|GreenTea|Flavoured,/static/twinings_images/TW045.jpeg,Twinings
TW046,Twinings Green Tea & Mint 20 Tea Bags,Cool and refreshing green tea blended with crisp peppermint for an invigorating cup. 20 tea bags.,2.49,Tea|GreenTea|Flavoured,/static/twinings_images/TW046.jpeg,Twinings
TW047,Twinings Green Tea & Jasmine 80 Tea Bags,Delicate and floral green tea with the soft fragrant aroma of jasmine blossom. 80 tea bags.,5.75,Tea|GreenTea|Flavoured,/static/twinings_images/TW047.jpeg,Twinings
TW048,Jacksons of Piccadilly Sencha Green & Lemon,Light and citrusy Sencha green tea with lemon. Limited Stock. Clearance. 20 envelopes.,1.14,Tea|GreenTea|Sencha,/static/twinings_images/TW048.jpeg,Jacksons of Piccadilly
TW049,Twinings Fruit & Herbal Classic Collection,New variety pack with Pure Peppermint Lemon & Ginger Pure Camomile and Strawberry & Raspberry. 20 envelopes.,3.79,Tea|FruitHerbal|Collections,/static/twinings_images/TW049.jpeg,Twinings
TW050,Twinings Herbal Discovery Collection,Herbal discovery variety with Peppermint Camomile & Honey Spiced Ginger and Double Mint. 20 envelopes.,3.79,Tea|FruitHerbal|Collections,/static/twinings_images/TW050.jpeg,Twinings
TW051,Twinings Buttermint,Top Rated smooth and minty buttermint herbal infusion with a creamy cool finish. 20 tea bags.,2.79,Tea|FruitHerbal|Mint,/static/twinings_images/TW051.jpeg,Twinings
TW052,Twinings Fruit Discovery Collection,Fruity variety with Blackcurrant & Blueberry Orange & Lemon Cranberry & Raspberry and Mango & Strawberry. 20 envelopes.,3.79,Tea|FruitHerbal|Collections,/static/twinings_images/TW052.jpeg,Twinings
TW053,Twinings Mango & Strawberry,Tropical and fruity infusion blending sweet mango with juicy strawberry and a hint of lime. 20 tea bags.,2.99,Tea|FruitHerbal|Fruit,/static/twinings_images/TW053.jpeg,Twinings
TW054,Twinings Strawberry & Raspberry,Sweet and vibrant fruity infusion with fresh strawberry and tangy raspberry flavours. 20 tea bags.,2.79,Tea|FruitHerbal|Fruit,/static/twinings_images/TW054.jpeg,Twinings
TW055,Twinings Blood Orange & Cranberry,Bold and tangy fruity infusion with blood orange and cranberry with juicy pomegranate. 20 tea bags.,2.99,Tea|FruitHerbal|Fruit,/static/twinings_images/TW055.jpeg,Twinings
TW056,Twinings Raspberry & Lemon,Bright and refreshing fruity infusion with sweet raspberry lemon and a hint of rose petals. 20 tea bags.,2.99,Tea|FruitHerbal|Fruit,/static/twinings_images/TW056.jpeg,Twinings
TW057,Twinings Lemon & Ginger,Classic and warming herbal infusion with zesty lemon and spicy ginger. Award winning. 20 tea bags.,2.79,Tea|FruitHerbal|Herbal,/static/twinings_images/TW057.jpeg,Twinings
TW058,Twinings Pure Peppermint 80 Tea Bags,Cool and refreshing pure peppermint herbal infusion with a clean and invigorating taste. 80 tea bags.,5.75,Tea|FruitHerbal|Mint,/static/twinings_images/TW058.jpeg,Twinings
TW059,Twinings Peach & Orange,Sweet and sunny fruity infusion combining ripe peach and zesty orange with silky rooibos. 20 tea bags.,2.99,Tea|FruitHerbal|Fruit,/static/twinings_images/TW059.jpeg,Twinings
TW060,Twinings Cranberry & Raspberry,Fruity and vibrant infusion with cranberry and raspberry. 20 tea bags.,2.79,Tea|FruitHerbal|Fruit,/static/twinings_images/TW060.jpeg,Twinings
TW061,Twinings Mixed Sparkling Tea 12 Pack & Free Pocket Tin,Mixed sparkling tea 12 pack with one can of each flavour Boost Revive and Defence plus a free Twinings pocket tin.,11.22,Tea|WellbeingDrinks|SparklingTea|Collections,/static/twinings_images/TW061.jpeg,Twinings
TW062,Twinings Mixed Sparkling Tea 24 Pack,Mixed sparkling tea bumper 24 pack with Boost Revive and Defence flavours. No artificial sweeteners.,22.44,Tea|WellbeingDrinks|SparklingTea|Collections,/static/twinings_images/TW062.jpeg,Twinings
TW063,Twinings Sparkling Tea 3 Can Selection Pack,Try all three sparkling tea flavours in one pack Defence Refresh and Boost. No artificial sweeteners.,3.29,Tea|WellbeingDrinks|SparklingTea|Collections,/static/twinings_images/TW063.jpeg,Twinings
TW064,Twinings Sparkling Tea 12 Can Selection Pack,Variety 12 can selection pack with 4x Defence 4x Refresh and 4x Boost sparkling teas.,11.22,Tea|WellbeingDrinks|SparklingTea|Collections,/static/twinings_images/TW064.jpeg,Twinings
TW065,Twinings Sparkling Tea Revive 12 Pack,Sweet peach and apple with green tea. Refreshing sparkling tea. No artificial sweeteners. 12 cans.,11.22,Tea|WellbeingDrinks|SparklingTea,/static/twinings_images/TW065.jpeg,Twinings
TW066,Twinings Sparkling Tea Refresh 12 Pack,Juicy refreshing lemonade with hibiscus sparkling tea. No artificial sweeteners. 12 cans.,11.22,Tea|WellbeingDrinks|SparklingTea,/static/twinings_images/TW066.jpeg,Twinings
TW067,Twinings Sparkling Tea Boost 4 Pack,Zesty lemon with elderflower and lemon balm sparkling tea. No artificial sweeteners. 4 x 250ml cans.,3.95,Tea|WellbeingDrinks|SparklingTea,/static/twinings_images/TW067.jpeg,Twinings
TW068,Twinings Sparkling Tea Defence 4 Pack,Zesty orange with passionfruit and elderberry sparkling tea. No artificial sweeteners. 4 x 250ml cans.,3.95,Tea|WellbeingDrinks|SparklingTea,/static/twinings_images/TW068.jpeg,Twinings
TW069,Twinings Sparkling Tea Revive 250ml Can,Sweet peach and apple with green tea sparkling drink. No artificial sweeteners. Single 250ml can.,1.25,Tea|WellbeingDrinks|SparklingTea,/static/twinings_images/TW069.jpeg,Twinings
TW070,Twinings Sparkling Tea Refresh 250ml Can,Juicy refreshing lemonade with hibiscus sparkling drink. No artificial sweeteners. Single 250ml can.,1.25,Tea|WellbeingDrinks|SparklingTea,/static/twinings_images/TW070.jpeg,Twinings
TW071,Twinings Sparkling Tea Boost 250ml Can,Zesty lemon with elderflower and lemon balm sparkling drink. No artificial sweeteners. Single 250ml can.,1.25,Tea|WellbeingDrinks|SparklingTea,/static/twinings_images/TW071.jpeg,Twinings
TW072,Twinings Sparkling Tea Defence 250ml Can,Zesty orange with passionfruit and elderberry sparkling drink. No artificial sweeteners. Single 250ml can.,1.25,Tea|WellbeingDrinks|SparklingTea,/static/twinings_images/TW072.jpeg,Twinings
TW073,Twinings Deluxe Wooden Tea Box 2 Compartment Filled,Elegant walnut-finish deluxe wooden tea box filled with 2 compartments of Twinings finest teas.,28.00,Gifting&Teaware|LuxuryGifts|TeaBoxes,/static/twinings_images/TW073.jpeg,Twinings
TW074,Twinings Deluxe Wooden Tea Box 4 Compartment Filled,Elegant walnut-finish deluxe wooden tea box filled with 4 compartments of Twinings finest teas.,40.00,Gifting&Teaware|LuxuryGifts|TeaBoxes,/static/twinings_images/TW074.jpeg,Twinings
TW075,Twinings Deluxe Wooden Tea Box 12 Compartment Filled,Large walnut-finish deluxe wooden tea box filled with 12 compartments of Twinings finest teas. Clearance.,50.40,Gifting&Teaware|LuxuryGifts|TeaBoxes,/static/twinings_images/TW075.jpeg,Twinings
TW076,Twinings White Wooden Tea Box 4 Compartment Filled,Beautiful white wooden tea box filled with 4 compartments of Twinings favourite teas. A perfect gift.,38.00,Gifting&Teaware|LuxuryGifts|TeaBoxes,/static/twinings_images/TW076.jpeg,Twinings
TW077,Twinings Loose Leaf Pyramid Tea Box 2 Compartment Filled,Sleek black loose leaf pyramid tea box filled with 2 compartments of Twinings premium loose leaf teas.,37.00,Gifting&Teaware|LuxuryGifts|TeaBoxes,/static/twinings_images/TW077.jpeg,Twinings
TW078,Twinings Black Wooden Tea Box 8 Compartment Filled,Sophisticated black wooden tea box filled with 8 compartments of Twinings finest teas. Clearance.,38.40,Gifting&Teaware|LuxuryGifts|TeaBoxes,/static/twinings_images/TW078.jpeg,Twinings
TW079,Twinings Wind Down Gift Box,Relaxing gift box with Twinings Wind Down tea and a beautiful mug. Perfect for unwinding. Clearance.,10.50,Gifting&Teaware|LuxuryGifts|GiftBoxes,/static/twinings_images/TW079.jpeg,Twinings
